session,rtt,download_lossrate,download_throughput,Stalling_number,Stalling_length,join_time,QoE_linear
4,4423,0.08,927,2,48742,176865,1
4,4337,0.08,1227,1000,400000,400000,1
4,3097,0.08,1527,2,27505,134659,1
4,1857,0.08,1827,2,41443,42211,1
4,617,0.08,2127,1,10234,20102,3
4,623,0.08,2427,2,6893,46258,2
4,1863,0.08,2727,2,25916,73227,1
4,3103,0.08,3027,2,22873,78371,1
4,4343,0.08,3327,1000,400000,400000,1
4,4417,0.08,3627,1000,400000,400000,1
4,3177,0.08,3927,2,46618,83377,1
4,1937,0.08,4227,2,18429,45218,1
4,697,0.08,4527,2,6475,16753,4
4,543,0.08,4827,1,8438,15406,4
4,1783,0.08,5127,2,27283,63578,1
4,3023,0.08,5427,2,38980,110086,1
4,4263,0.08,5727,2,48180,234010,1
4,4497,0.08,6027,1000,400000,400000,1
4,3257,0.08,6327,2,34916,98421,1
4,2017,0.08,6627,2,62731,52071,1
4,777,0.07,6927,2,3491,19550,4
4,463,0.07,7227,2,1540,9378,4
4,1703,0.07,7527,2,7450,38712,2
4,2943,0.07,7827,2,17503,61003,1
4,4183,0.07,8127,2,29039,194190,1
4,4577,0.07,8427,1000,400000,400000,1
4,3337,0.07,8727,2,36940,99040,1
4,2097,0.07,9027,2,23369,51104,1
4,857,0.07,9327,2,8011,24936,3
4,383,0.07,9627,1,12926,30290,2
4,1623,0.07,9927,2,16639,68371,1
4,2863,0.07,9773,2,37114,75917,1
4,4103,0.07,9473,1000,400000,400000,1
4,4657,0.07,9173,1000,400000,400000,1
4,3417,0.07,8873,2,85131,54581,1
4,2177,0.07,8573,2,19641,56808,1
4,937,0.07,8273,2,19642,24756,2
4,303,0.07,7973,1,2538,8483,4
4,1543,0.07,7673,1,32025,40596,1
4,2783,0.07,7373,2,21882,140336,1
4,4023,0.06,7073,1000,400000,400000,1
4,4737,0.06,6773,2,48226,216547,1
4,3497,0.06,6473,2,30746,200087,1
4,2257,0.06,6173,1,28173,49837,1
4,1017,0.06,5873,2,20973,30591,2
4,223,0.06,5573,2,7234,7540,4
4,1463,0.06,5273,2,11080,36780,2
4,2703,0.06,4973,2,40094,56812,1
4,3943,0.06,4673,2,21681,99218,1
4,4817,0.06,4373,2,46197,71635,1
4,3577,0.06,4073,2,28558,82576,1
4,2337,0.06,3773,2,32018,45152,1
4,1097,0.06,3473,2,18176,37931,2
4,143,0.06,3173,1,1863,8831,4
4,1383,0.06,2873,2,14135,36685,2
4,2623,0.06,2573,2,18926,62890,1
4,3863,0.06,2273,2,31631,75041,1
4,4897,0.06,1973,2,40800,96132,1
4,3657,0.06,1673,2,31106,99112,1
4,2417,0.06,1373,2,19221,43342,1
4,1177,0.05,1073,2,14524,38262,2
4,63,0.05,773,2,2228,7016,4
4,1303,0.05,473,1000,400000,400000,1
4,2543,0.05,173,2,16150,60042,1
4,3783,0.05,127,1,42222,75687,1
4,4977,0.05,427,2,21857,72809,1
4,3737,0.05,727,2,25258,65967,1
4,2497,0.05,1027,2,18663,57167,1
4,1257,0.05,1327,2,11996,39687,2
4,17,0.05,1627,0,0,3811,5
4,1223,0.05,1927,2,7300,27012,3
4,2463,0.05,2227,2,16877,45720,1
4,3703,0.05,2527,2,26336,68045,1
4,4943,0.05,2827,1000,400000,400000,1
4,3817,0.05,3127,1000,400000,400000,1
4,2577,0.05,3427,2,25069,73140,1
4,1337,0.05,3727,1,14175,51844,1
4,97,0.05,4027,0,0,4908,5
4,1143,0.05,4327,2,15326,24889,3
4,2383,0.05,4627,1000,400000,400000,1
4,3623,0.04,4927,2,45133,65320,1
4,4863,0.04,5227,2,37233,127394,1
4,3897,0.04,5527,2,28304,218217,1
4,2657,0.04,5827,2,26742,62693,1
4,1417,0.04,6127,2,15218,29891,2
4,177,0.04,6427,1,2839,4440,5
4,1063,0.04,6727,2,17986,22515,3
4,2303,0.04,7027,1000,400000,400000,1
4,3543,0.04,7327,2,17877,178376,1
4,4783,0.04,7627,1000,400000,400000,1
4,3977,0.04,7927,2,33889,80540,1
4,2737,0.04,8227,2,17634,77208,1
4,1497,0.04,8527,2,10918,29094,3
4,257,0.04,8827,4,10819,6550,4
4,983,0.04,9127,2,3975,21096,4
4,2223,0.04,9427,2,18690,102917,1
4,3463,0.04,9727,2,27100,87500,1
4,4703,0.04,9973,2,30677,117758,1
4,4057,0.04,9673,2,34645,63979,1
4,2817,0.04,9373,2,40516,61231,1
4,1577,0.03,9073,2,7709,35930,2
4,337,0.03,8773,4,4611,8430,4
4,903,0.03,8473,1000,400000,400000,1
4,2143,0.03,8173,2,6443,42731,2
4,3383,0.03,7873,2,26009,46540,1
4,4623,0.03,7573,2,26909,78257,1
4,4137,0.03,7273,2,22273,66658,1
4,2897,0.03,6973,2,20674,51195,1
4,1657,0.03,6673,2,11558,29089,3
4,417,0.03,6373,1,5307,9292,4
4,823,0.03,6073,2,5300,28175,3
4,2063,0.03,5773,2,18031,44123,1
4,3303,0.03,5473,2,21699,57594,1
4,4543,0.03,5173,2,28248,90077,1
4,4217,0.03,4873,2,35521,75962,1
4,2977,0.03,4573,2,19168,52143,1
4,1737,0.03,4273,2,10623,38611,2
4,497,0.03,3973,2,5342,14071,4
4,743,0.03,3673,2,12472,23659,3
4,1983,0.03,3373,2,12592,49287,1
4,3223,0.02,3073,2,15292,51657,1
4,4463,0.02,2773,2,26783,70891,1
4,4297,0.02,2473,2,15960,62889,1
4,3057,0.02,2173,2,13669,42397,2
4,1817,0.02,1873,2,7471,22643,3
4,577,0.02,1573,1,2768,8738,4
4,663,0.02,1273,2,1776,22521,4
4,1903,0.02,973,1,18081,28740,2
4,3143,0.02,673,2,17981,40271,2
4,4383,0.02,373,2,10725,73830,1
4,4377,0.02,73,2,21601,103212,1
4,3137,0.02,227,2,13069,41326,2
4,1897,0.02,527,2,10354,30537,3
4,657,0.02,827,2,2673,11515,4
4,583,0.02,1127,2,5423,18350,4
4,1823,0.02,1427,2,11817,33651,2
4,3063,0.02,1727,2,11908,39632,2
4,4303,0.02,2027,2,21008,58694,1
4,4457,0.02,2327,2,20555,66951,1
4,3217,0.02,2627,2,14403,45467,2
4,1977,0.01,2927,2,6054,24455,3
4,737,0.01,3227,3,2815,10624,4
4,503,0.01,3527,1000,400000,400000,1
4,1743,0.01,3827,1,3546,17669,4
4,2983,0.01,4127,2,7476,30015,3
4,4223,0.01,4427,2,18913,38029,2
4,4537,0.01,4727,2,15087,49495,1
4,3297,0.01,5027,2,8685,37523,2
4,2057,0.01,5327,2,6681,23458,3
4,817,0.01,5627,2,5639,9415,4
4,423,0.01,5927,2,1996,10656,4
4,1663,0.01,6227,2,6735,28695,3
4,2903,0.01,6527,2,6250,33960,3
4,4143,0.01,6827,2,9314,41538,2
4,4617,0.01,7127,2,14401,53981,1
4,3377,0.01,7427,2,18431,36940,2
4,2137,0.01,7727,1,8536,26288,3
4,897,0.01,8027,1,3018,12792,4
4,343,0.01,8327,2,2804,5959,5
4,1583,0.01,8627,2,6578,22572,3
4,2823,0,8927,2,5941,29872,3
4,4063,0,9227,2,7477,34563,3
4,4697,0,9527,2,9747,39048,2
4,3457,0,9827,2,5561,29109,3
4,2217,0,9873,2,2941,18599,4
4,977,0,9573,1000,400000,400000,1
4,263,0,9273,0,0,3099,5
4,1503,0,8973,2,2055,22200,4
4,2743,0,8673,1000,400000,400000,1
4,3983,0,8373,2,4696,40827,2
4,4777,0,8073,2,9458,35256,2
4,3537,0,7773,2,6028,26782,3
4,2297,0,7473,2,3175,17165,4
4,1057,0,7173,4,3231,8113,4
4,183,0,6873,0,0,2206,5
4,1423,0,6573,3,2894,17393,4
4,2663,0,6273,2,3717,19304,4
4,3903,0,5973,2,6727,27419,3
4,4857,0,5673,2,8938,34810,2
4,3617,0,5373,2,6366,26458,3
4,2377,0.01,5073,2,4576,19610,4
4,1137,0.01,4773,2,1912,12118,4
4,103,0.01,4473,0,0,2529,5
4,1343,0.01,4173,4,3546,20169,4
4,2583,0.01,3873,2,13396,30077,2
4,3823,0.01,3573,2,6974,59676,1
4,4937,0.01,3273,2,34164,102244,1
4,3697,0.01,2973,2,231065,60758,1
4,2457,0.01,2673,1000,400000,400000,1
4,1217,0.01,2373,1,6100,19677,4
4,23,0.01,2073,0,0,2987,5
4,1263,0.01,1773,2,3510,21798,4
4,2503,0.01,1473,2,5705,26594,3
4,3743,0.01,1173,2,11958,39944,2
4,4983,0.01,873,2,24214,50189,1
4,3777,0.01,573,2,12728,47115,2
4,2537,0.01,273,2,12442,43597,2
4,1297,0.01,27,1000,400000,400000,1
4,57,0.01,327,2,5605,15217,4
4,1183,0.01,627,2,2941,17842,4
4,2423,0.02,927,2,10081,37145,2
4,3663,0.02,1227,2,15923,55103,1
4,4903,0.02,1527,2,14836,67768,1
4,3857,0.02,1827,2,17399,43580,2
4,2617,0.02,2127,2,10536,34974,2
4,1377,0.02,2427,2,5450,18009,4
4,137,0.02,2727,0,0,3375,5
4,1103,0.02,3027,2,7698,26200,3
4,2343,0.02,3327,2,15615,43729,2
4,3583,0.02,3627,2,19108,52731,1
4,4823,0.02,3927,2,18467,77576,1
4,3937,0.02,4227,2,16658,46607,1
4,2697,0.02,4527,2,15880,39547,2
4,1457,0.02,4827,2,7997,19762,3
4,217,0.02,5127,2,2416,4828,5
4,1023,0.02,5427,1000,400000,400000,1
4,2263,0.02,5727,2,7720,25316,3
4,3503,0.02,6027,2,15499,42112,2
4,4743,0.02,6327,2,23056,77068,1
4,4017,0.02,6627,2,23474,50664,1
4,2777,0.03,6927,2,19100,53024,1
4,1537,0.03,7227,2,8731,33334,3
4,297,0.03,7527,2,3703,10107,4
4,943,0.03,7827,2,5294,21859,3
4,2183,0.03,8127,2,15730,47949,1
4,3423,0.03,8427,2,25019,46100,1
4,4663,0.03,8727,2,22317,89501,1
4,4097,0.03,9027,2,27685,75618,1
4,2857,0.03,9327,2,24036,44064,1
4,1617,0.03,9627,2,11332,30134,3
4,377,0.03,9927,2,2707,8952,4
4,863,0.03,9773,2,6960,32090,3
4,2103,0.03,9473,2,10660,42232,2
4,3343,0.03,9173,2,20679,58012,1
4,4583,0.03,8873,2,29391,83462,1
4,4177,0.03,8573,2,22190,67363,1
4,2937,0.03,8273,2,17521,47796,1
4,1697,0.03,7973,2,10906,28806,3
4,457,0.03,7673,1,2822,11182,4
4,783,0.03,7373,2,10481,21762,3
4,2023,0.04,7073,2,12504,35097,2
4,3263,0.04,6773,2,30014,69659,1
4,4503,0.04,6473,2,30485,87041,1
4,4257,0.04,6173,2,35783,71119,1
4,3017,0.04,5873,2,22033,60367,1
4,1777,0.04,5573,2,13341,43852,2
4,537,0.04,5273,2,10386,15538,4
4,703,0.04,4973,2,8935,27288,3
4,1943,0.04,4673,2,11606,53454,1
4,3183,0.04,4373,2,20521,56210,1
4,4423,0.04,4073,2,38593,87127,1
4,4337,0.04,3773,2,15441,75903,1
4,3097,0.04,3473,2,13408,43549,2
4,1857,0.04,3173,2,17566,29611,2
4,617,0.04,2873,2,7483,14883,4
4,623,0.04,2573,2,8484,25629,3
4,1863,0.04,2273,2,14589,38694,2
4,3103,0.04,1973,2,10198,63772,1
4,4343,0.04,1673,2,43619,119074,1
4,4417,0.04,1373,1000,400000,400000,1
4,3177,0.05,1073,2,22046,95098,1
4,1937,0.05,773,2,12316,55635,1
4,697,0.05,473,2,5499,18990,4
4,543,0.05,173,2,11772,33435,2
4,1783,0.05,127,2,23811,50183,1
4,3023,0.05,427,2,28563,102238,1
4,4263,0.05,727,2,32439,143783,1
4,4497,0.05,1027,1000,400000,400000,1
4,3257,0.05,1327,2,26110,130355,1
4,2017,0.05,1627,2,13811,44792,2
4,777,0.05,1927,2,9171,16740,4
4,463,0.05,2227,2,9573,14888,4
4,1703,0.05,2527,2,15639,37104,2
4,2943,0.05,2827,2,30781,63193,1
4,4183,0.05,3127,2,32292,78217,1
4,4577,0.05,3427,2,22332,114102,1
4,3337,0.05,3727,2,34393,67391,1
4,2097,0.05,4027,2,12022,50668,1
4,857,0.05,4327,2,11772,29618,3
4,383,0.05,4627,2,7475,14915,4
4,1623,0.06,4927,2,19003,54310,1
4,2863,0.06,5227,2,13762,52954,1
4,4103,0.06,5527,1000,400000,400000,1
4,4657,0.06,5827,2,42192,172088,1
4,3417,0.06,6127,2,33991,90948,1
4,2177,0.06,6427,2,7769,50145,2
4,937,0.06,6727,2,12108,20622,3
4,303,0.06,7027,2,5578,14236,4
4,1543,0.06,7327,2,13792,49874,1
4,2783,0.06,7627,2,34514,69760,1
4,4023,0.06,7927,1000,400000,400000,1
4,4737,0.06,8227,1000,400000,400000,1
4,3497,0.06,8527,2,8476,111905,1
4,2257,0.06,8827,2,15198,39380,2
4,1017,0.06,9127,2,24049,24780,2
4,223,0.06,9427,1,3300,15511,4
4,1463,0.06,9727,2,17315,43380,2
4,2703,0.06,9973,2,11737,60235,1
4,3943,0.06,9673,2,19521,68767,1
4,4817,0.06,9373,100,0,400000,1
4,3577,0.07,9073,2,30703,107777,1
4,2337,0.07,8773,2,45582,62890,1
4,1097,0.07,8473,2,18095,30940,2
4,143,0.07,8173,3,1686,6267,5
4,1383,0.07,7873,2,15351,35257,2
4,2623,0.07,7573,2,18072,63860,1
4,3863,0.07,7273,1000,400000,400000,1
4,4897,0.07,6973,1000,400000,400000,1
4,3657,0.07,6673,2,11434,80451,1
4,2417,0.07,6373,2,30061,64460,1
4,1177,0.07,6073,2,22921,39212,1
4,63,0.07,5773,4,5154,3715,5
4,1303,0.07,5473,2,14584,50591,1
4,2543,0.07,5173,2,22175,83088,1
4,3783,0.07,4873,2,35934,74003,1
4,4977,0.07,4573,2,50579,114359,1
4,3737,0.07,4273,2,45234,78094,1
4,2497,0.07,3973,2,30385,66522,1
4,1257,0.07,3673,2,17423,49748,1
4,17,0.07,3373,0,0,3253,5
4,1223,0.08,3073,1,4865,25658,3
4,2463,0.08,2773,2,12900,45344,2
4,3703,0.08,2473,2,19814,53261,1
4,4943,0.08,2173,1000,400000,400000,1
4,3817,0.08,1873,2,12125,76585,1
4,2577,0.08,1573,2,28633,46745,1
4,1337,0.08,1273,2,19246,41161,2
4,97,0.08,973,3,3666,7755,4
4,1143,0.08,673,1000,400000,400000,1
4,2383,0.08,373,2,12152,36491,2
4,3623,0.08,73,2,39999,83558,1
4,4863,0.08,227,1000,400000,400000,1
4,3897,0.08,527,2,61593,93641,1
4,2657,0.08,827,2,23813,68813,1
4,1417,0.08,1127,2,5430,45604,2
4,177,0.08,1427,1,3529,5771,4
4,1063,0.08,1727,2,36781,52950,1
4,2303,0.08,2027,2,22255,66905,1
4,3543,0.08,2327,2,54527,120188,1
4,4783,0.08,2627,2,30831,122922,1
4,3977,0.09,2927,2,43471,103014,1
4,2737,0.09,3227,2,55673,67348,1
4,1497,0.09,3527,2,12796,77805,1
4,257,0.09,3827,2,5200,15777,4
4,983,0.09,4127,1,14414,34756,2
4,2223,0.09,4427,2,27195,72219,1
4,3463,0.09,4727,1000,400000,400000,1
4,4703,0.09,5027,2,27318,112086,1
4,4057,0.09,5327,2,31037,53693,1
4,2817,0.09,5627,2,37471,77724,1
4,1577,0.09,5927,2,8473,48032,2
4,337,0.09,6227,2,7005,11913,4
4,903,0.09,6527,2,17544,54816,1
4,2143,0.09,6827,2,13143,57105,1
4,3383,0.09,7127,2,17489,74680,1
4,4623,0.09,7427,1000,400000,400000,1
4,4137,0.09,7727,1000,400000,400000,1
4,2897,0.09,8027,2,8975,85721,1
4,1657,0.09,8327,2,17635,32575,2
4,417,0.09,8627,2,12009,21041,3
4,823,0.1,8927,2,22345,41842,1
4,2063,0.1,9227,2,27395,71286,1
4,3303,0.1,9527,2,18606,74236,1
4,4543,0.1,9827,1000,400000,400000,1
4,4217,0.1,9873,1000,400000,400000,1
4,2977,0.1,9573,2,57619,142456,1
4,1737,0.1,9273,2,18128,80126,1
4,497,0.1,8973,1,11703,18282,3
4,743,0.1,8673,1000,400000,400000,1
4,1983,0.1,8373,1,25593,46975,1
4,3223,0.1,8073,1000,400000,400000,1
4,4463,0.1,7773,1000,400000,400000,1
4,4297,0.1,7473,1000,400000,400000,1
4,3057,0.1,7173,2,42228,103270,1
4,1817,0.1,6873,2,46690,74253,1
4,577,0.1,6573,1,9888,18766,3
4,663,0.1,6273,1,7797,26494,3
4,1903,0.1,5973,2,41035,156420,1
4,3143,0.1,5673,1000,400000,400000,1
4,4383,0.1,5373,1000,400000,400000,1
4,4377,0.11,5073,1000,400000,400000,1
4,3137,0.11,4773,100,0,400000,1
4,1897,0.11,4473,2,14334,56928,1
4,657,0.11,4173,2,23988,26774,2
4,583,0.11,3873,2,26896,44079,1
4,1823,0.11,3573,2,40236,77066,1
4,3063,0.11,3273,2,53658,133722,1
4,4303,0.11,2973,2,39893,121736,1
4,4457,0.11,2673,1000,400000,400000,1
4,3217,0.11,2373,2,47550,195801,1
4,1977,0.11,2073,2,22399,53034,1
4,737,0.11,1773,2,8015,18041,3
4,503,0.11,1473,2,18198,27165,2
4,1743,0.11,1173,2,29953,75067,1
4,2983,0.11,873,2,17885,60970,1
4,4223,0.11,573,100,0,400000,1
4,4537,0.11,273,1000,400000,400000,1
4,3297,0.11,27,1000,400000,400000,1
4,2057,0.11,327,2,44338,60740,1
4,817,0.11,627,2,4749,28564,3
4,423,0.12,927,2,31266,44149,1
4,1663,0.12,1227,1,36156,55620,1
4,2903,0.12,1527,1000,400000,400000,1
4,4143,0.12,1827,100,0,400000,1
4,4617,0.12,2127,1000,400000,400000,1
4,3377,0.12,2427,2,56917,237897,1
4,2137,0.12,2727,1000,400000,400000,1
4,897,0.12,3027,1,21549,29662,2
4,343,0.12,3327,2,13659,9881,4
4,1583,0.12,3627,2,17916,60133,1
4,2823,0.12,3927,2,59623,178801,1
4,4063,0.12,4227,1000,400000,400000,1
4,4697,0.12,4527,1000,400000,400000,1
4,3457,0.12,4827,2,60381,101884,1
4,2217,0.12,5127,2,42201,56036,1
4,977,0.12,5427,1,25979,30938,2
4,263,0.12,5727,1,2023,8731,4
4,1503,0.12,6027,2,45769,33500,1
4,2743,0.12,6327,2,50653,150698,1
4,3983,0.12,6627,1000,400000,400000,1
4,4777,0.13,6927,1000,400000,400000,1
4,3537,0.13,7227,1000,400000,400000,1
4,2297,0.13,7527,2,60467,96646,1
4,1057,0.13,7827,2,28832,39691,1
4,183,0.13,8127,1,3549,16943,4
4,1423,0.13,8427,1,97320,50465,1
4,2663,0.13,8727,1000,400000,400000,1
4,3903,0.13,9027,1000,400000,400000,1
4,4857,0.13,9327,1000,400000,400000,1
4,3617,0.13,9627,2,69501,191186,1
4,2377,0.13,9927,2,117221,165930,1
4,1137,0.13,9773,2,24372,38930,1
4,103,0.13,9473,1,2051,4750,5
4,1343,0.13,9173,1000,400000,400000,1
4,2583,0.13,8873,2,108751,98203,1
4,3823,0.13,8573,1000,400000,400000,1
4,4937,0.13,8273,100,0,400000,1
4,3697,0.13,7973,1000,400000,400000,1
4,2457,0.13,7673,2,93693,110020,1
4,1217,0.13,7373,2,52849,51727,1
4,23,0.14,7073,2,1213,2179,5
4,1263,0.14,6773,1,9384,57921,1
4,2503,0.14,6473,1,147185,87414,1
4,3743,0.14,6173,1000,400000,400000,1
4,4983,0.14,5873,1000,400000,400000,1
4,3777,0.14,5573,100,0,400000,1
4,2537,0.14,5273,2,64181,185926,1
4,1297,0.14,4973,2,10608,48916,2
4,57,0.14,4673,1,2334,5189,5
4,1183,0.14,4373,1000,400000,400000,1
4,2423,0.14,4073,2,12111,55832,1
4,3663,0.14,3773,2,15781,77046,1
4,4903,0.14,3473,1000,400000,400000,1
4,3857,0.14,3173,2,49414,167925,1
4,2617,0.14,2873,2,13970,64767,1
4,1377,0.14,2573,2,30585,43239,1
4,137,0.14,2273,2,5253,16199,4
4,1103,0.14,1973,2,33557,75216,1
4,2343,0.14,1673,2,47535,78147,1
4,3583,0.14,1373,2,15885,99757,1
4,4823,0.15,1073,1000,400000,400000,1
4,3937,0.15,773,1000,400000,400000,1
4,2697,0.15,473,2,30935,65535,1
4,1457,0.15,173,2,18729,42195,2
4,217,0.15,127,2,18904,38605,2
4,1023,0.15,427,2,40886,58464,1
4,2263,0.15,727,2,41832,99413,1
4,3503,0.15,1027,2,20360,69994,1
4,4743,0.15,1327,1000,400000,400000,1
4,4017,0.15,1627,1000,400000,400000,1
4,2777,0.15,1927,2,13927,182908,1
4,1537,0.15,2227,2,20467,37010,2
4,297,0.15,2527,2,16031,20481,3
4,943,0.15,2827,2,60597,67838,1
4,2183,0.15,3127,2,40189,77940,1
4,3423,0.15,3427,2,59585,136415,1
4,4663,0.15,3727,1000,400000,400000,1
4,4097,0.15,4027,1000,400000,400000,1
4,2857,0.15,4327,2,12844,78521,1
4,1617,0.15,4627,2,37870,41980,1
4,377,0.16,4927,2,21543,31225,2
4,863,0.16,5227,2,32630,70235,1
4,2103,0.16,5527,2,11548,61507,1
4,3343,0.16,5827,2,18123,95199,1
4,4583,0.16,6127,1000,400000,400000,1
4,4177,0.16,6427,1000,400000,400000,1
4,2937,0.16,6727,1000,400000,400000,1
4,1697,0.16,7027,100,0,400000,1
4,457,0.16,7327,1,20859,20768,3
4,783,0.16,7627,2,16418,23598,3
4,2023,0.16,7927,2,46597,89649,1
4,3263,0.16,8227,2,20332,71034,1
4,4503,0.16,8527,1000,400000,400000,1
4,4257,0.16,8827,1000,400000,400000,1
4,3017,0.16,9127,1000,400000,400000,1
4,1777,0.16,9427,2,108694,153710,1
4,537,0.16,9727,2,22951,26230,2
4,703,0.16,9973,1,20790,31198,2
4,1943,0.16,9673,2,55671,127233,1
4,3183,0.16,9373,1000,400000,400000,1
4,4423,0.17,9073,1000,400000,400000,1
4,4337,0.17,8773,1000,400000,400000,1
4,3097,0.17,8473,1000,400000,400000,1
4,1857,0.17,8173,2,120049,111933,1
4,617,0.17,7873,2,25624,29444,2
4,623,0.17,7573,1,41568,25534,1
4,1863,0.17,7273,2,52350,169254,1
4,3103,0.17,6973,1000,400000,400000,1
4,4343,0.17,6673,1000,400000,400000,1
4,4417,0.17,6373,1000,400000,400000,1
4,3177,0.17,6073,100,0,400000,1
4,1937,0.17,5773,2,50699,63508,1
4,697,0.17,5473,2,31105,66196,1
4,543,0.17,5173,2,24955,53483,1
4,1783,0.17,4873,2,55365,88143,1
4,3023,0.17,4573,2,19096,87813,1
4,4263,0.17,4273,100,0,400000,1
4,4497,0.17,3973,1000,400000,400000,1
4,3257,0.17,3673,100,0,400000,1
4,2017,0.17,3373,2,173016,99023,1
4,777,0.18,3073,2,19147,81213,1
4,463,0.18,2773,2,69007,20401,1
4,1703,0.18,2473,2,73139,112350,1
4,2943,0.18,2173,1000,400000,400000,1
4,4183,0.18,1873,1000,400000,400000,1
4,4577,0.18,1573,1000,400000,400000,1
4,3337,0.18,1273,1000,400000,400000,1
4,2097,0.18,973,1000,400000,400000,1
4,857,0.18,673,1,43433,37938,1
4,383,0.18,373,2,9248,34907,2
4,1623,0.18,73,1000,400000,400000,1
4,2863,0.18,227,1000,400000,400000,1
4,4103,0.18,527,1000,400000,400000,1
4,4657,0.18,827,1000,400000,400000,1
4,3417,0.18,1127,1000,400000,400000,1
4,2177,0.18,1427,2,95687,117512,1
4,937,0.18,1727,2,51033,65034,1
4,303,0.18,2027,2,8057,49094,2
4,1543,0.18,2327,1000,400000,400000,1
4,2783,0.18,2627,100,0,400000,1
4,4023,0.19,2927,1000,400000,400000,1
4,4737,0.19,3227,100,0,400000,1
4,3497,0.19,3527,100,0,400000,1
4,2257,0.19,3827,1000,400000,400000,1
4,1017,0.19,4127,2,5941,114419,1
4,223,0.19,4427,1,16686,17656,3
4,1463,0.19,4727,1000,400000,400000,1
4,2703,0.19,5027,100,0,400000,1
4,3943,0.19,5327,1000,400000,400000,1
4,4817,0.19,5627,100,0,400000,1
4,3577,0.19,5927,1000,400000,400000,1
4,2337,0.19,6227,1000,400000,400000,1
4,1097,0.19,6527,2,166370,117261,1
4,143,0.19,6827,1000,400000,400000,1
4,1383,0.19,7127,2,13866,79253,1
4,2623,0.19,7427,2,20874,109153,1
4,85,0,169,2,13937,32289,2
4,235,0.07,189,2,9439,28710,3
4,385,0.13,209,2,18543,28271,2
4,535,0.19,229,2,29054,47905,1
4,685,0.25,249,2,53751,76029,1
4,835,0.19,269,2,40806,85378,1
4,985,0.12,289,2,26571,53760,1
4,1135,0.06,309,2,20913,30693,2
4,1285,0,329,2,6655,23043,3
4,1435,0.06,349,2,7756,29989,3
4,1585,0.12,369,2,36792,57143,1
4,1735,0.19,389,2,16657,58466,1
4,1885,0.25,409,2,73445,135977,1
4,2035,0.19,429,2,71826,134895,1
4,2185,0.13,449,2,15476,59834,1
4,2335,0.07,469,2,16910,49931,1
4,2485,0,489,2,4738,31574,3
4,2635,0.06,509,1,22352,30503,2
4,2785,0.12,529,2,39716,71672,1
4,2935,0.18,549,2,71001,99629,1
4,3085,0.24,569,2,44414,129300,1
4,3235,0.19,589,2,24884,123649,1
4,3385,0.13,609,2,13527,80911,1
4,3535,0.07,629,2,44557,65754,1
4,3685,0.01,649,2,15586,74123,1
4,3835,0.05,669,2,27730,72254,1
4,3985,0.12,689,2,75510,117743,1
4,4135,0.18,709,1000,400000,400000,1
4,4285,0.24,729,1000,400000,400000,1
4,4435,0.2,749,100,0,400000,1
4,4585,0.14,769,1000,400000,400000,1
4,4735,0.07,789,1000,400000,400000,1
4,4885,0.01,809,2,55447,77328,1
4,4965,0.05,829,1000,400000,400000,1
4,4815,0.11,849,1000,400000,400000,1
4,4665,0.17,869,1000,400000,400000,1
4,4515,0.24,889,1000,400000,400000,1
4,4365,0.2,909,1000,400000,400000,1
4,4215,0.14,929,1000,400000,400000,1
4,4065,0.08,949,2,51009,136017,1
4,3915,0.02,969,2,28308,91773,1
4,3765,0.05,989,2,29119,222838,1
4,3615,0.11,1009,1000,400000,400000,1
4,3465,0.17,1029,100,0,400000,1
4,3315,0.23,1049,1000,400000,400000,1
4,3165,0.21,1069,1000,400000,400000,1
4,3015,0.14,1089,2,58493,136640,1
4,2865,0.08,1109,2,65497,90431,1
4,2715,0.02,1129,2,6255,61385,1
4,2565,0.04,1149,2,24560,55840,1
4,2415,0.1,1169,2,39869,121478,1
4,2265,0.17,1189,100,0,400000,1
4,2115,0.23,1209,100,0,400000,1
4,1965,0.21,1229,100,0,400000,1
4,1815,0.15,1249,2,68824,90052,1
4,1665,0.09,1269,2,37866,72027,1
4,1515,0.02,1289,2,2759,32813,3
4,1365,0.04,1309,1,11512,28680,3
4,1215,0.1,1329,2,12126,32353,2
4,1065,0.16,1349,2,25907,64068,1
4,915,0.22,1369,1000,400000,400000,1
4,765,0.21,1389,2,157334,34005,1
4,615,0.15,1409,1,13962,23514,3
4,465,0.09,1429,2,7954,25907,3
4,315,0.03,1449,2,1688,9021,4
4,165,0.03,1469,2,3262,5603,5
4,15,0.1,1489,2,967,4265,5
4,135,0.16,1509,1,2264,11220,4
4,285,0.22,1529,1000,400000,400000,1
4,435,0.22,1549,1,25927,60708,1
4,585,0.16,1569,2,18256,27440,2
4,735,0.09,1589,2,23224,21482,2
4,885,0.03,1609,3,10053,19773,3
4,1035,0.03,1629,1000,400000,400000,1
4,1185,0.09,1649,2,20016,29639,2
4,1335,0.15,1669,2,46618,48695,1
4,1485,0.22,1689,1000,400000,400000,1
4,1635,0.22,1709,1000,400000,400000,1
4,1785,0.16,1729,2,33617,112692,1
4,1935,0.1,1749,2,12567,142149,1
4,2085,0.04,1769,2,15312,44694,2
4,2235,0.03,1789,1,14577,41706,2
4,2385,0.09,1809,2,87888,57405,1
4,2535,0.15,1829,1000,400000,400000,1
4,2685,0.21,1849,1000,400000,400000,1
4,2835,0.23,1869,100,0,400000,1
